contract_id,pdf_key,contract_name,project_name,sector,_subsector,contract_type,party,party_type,contract_date
7304,5/22071b7313d9b80ce14d4c2f3a0f4221/92223.PDF,New Brunswick Board of Education Energy Offtake Agreement,New Brunswick Board of Education Energy,Power and Renewables,Energy Storage,Extension Agreement,"GSPP Oynx New Brunswick, LLC",Owner,2019-08-03
6797,5/15f929d5c089a51277430f89ab6f8944/main.pdf,Yuba County Water Amendment 2,Yuba County Water,Power and Renewables,Power Transmission and Distribution,Amendment (Project),PACIFIC GAS AND ELECTRIC COMPANY.,Buyer,2012-05-21
6572,5/389fbb5387a4b893a59dd8263eb5755f/main.pdf,ABEC Stockdale Offtake Agreement,ABEC Stockdale,Biomass,Waste to Energy,Power Purchase Agreement,10 PACIFIC GAS AND ELECTRIC COMPANY,Buyer,1966-06-05
3877,5/c1c9e2fc936cdb16243492acd5ce4502/main.pdf,Four Laning of Indore-Ujjain Road Project Agreement,Yolo County Grassland 7 ,Power and Renewables,Hydropower,Concession Agreement,Madhya Pradesh Road Development Corporation Limited,Concessioning Authority,
6412,5/311644ca96a0e9a14b04574f6debfdd7/main.pdf,Noble America Energy Solutions Noble 2 Amendment 1,Noble America Energy Solutions Noble 2,Power and Renewables,Energy Storage,Power Purchase Agreement,San Diego Gas & Electric Company ,Seller,2012-12-13
7284,5/56dde843804b33e0c03424f034285bdb/58185.pdf,Chena Facilities Amendment 1,Chena Facilities,Power and Renewables,Cogen,Power Purchase Agreement,REGULATORY COMMISSION OF ALASKA,Regulator,2006-02-26
8944,5/18895a7af49a4449ce9b9c6927d9455a/main.pdf,Sierramin Bauxite Limited Sierra Leone Metals Concession ,Sierramin Bauxite Limited Sierra Leone Metals Concession,Metals,Titanium,Mining Contract,SierraMin Bauxite (SL) Limited,Concessionaire,2017-12-05
6799,5/4c669654c86823685e0de04fd67f1bb1/main.pdf,Yuba County Water Amendment 4,Yuba County Water,Power and Renewables,Gas-Fired Power Plant,Amendment (Project),PACIFIC GAS AND ELECTRIC COMPANY.,Buyer,2006-05-04
8938,5/7a107fbba7ebd6cd35f694e30bc92ba7/main.pdf,African Minerals Limited Sierra Leone Metals Concession ,African Minerals Limited Sierra Leone Metals Concession,Metals,Base Metals,Mining Lease Agreement,African Minerals Limited,Company,2010-08-06
7190,5/a3570c5c8ca64652e0c6883df3a9f037/main.pdf,Metropolitan Water District Offtake Agreement,Metropolitan Water District,Hydropower,Run of the River,Project Agreement,METROPOLITAN WATER DISTRICT OF SOUTHERN CALIFORNIA,Seller,2000-04-25
7334,5/e3977c757bfdfe6bb527e2ab9da4d672/36492.pdf,Energy Developments Pinconning Offtake Agreement,Energy Developments Pinconning,Power and Renewables,Coal Fired Power Plant,Power Purchase Agreement,"Energy Developments Pinconning, LLC",Seller,2019-05-31
6927,5/b02c5031fa28f9db98f53e6ccbefa26d/main.pdf,Waste Management RE Amendment 1,Waste Management RE,Power and Renewables,Coal-Fired Power Plant,Power Purchase Agreement,10 PACIFIC GAS AND ELECTRIC COMPANY,Seller,2001-07-30
8404,5/851b9dc3c413db74579c5adc5b4e9d1b/main.pdf,Xtra Gold Mining Limited Ghana Metals Concession ,Xtra Gold Mining Limited Ghana Metals Concession,Metals,Rutile,Mining Contract,Government Of The Republic Of Ghana,Government,2011-01-06
6701,5/b9c6bc1921252371661c369a1377c524/main.pdf,MM Miramar Amendment 1,MM Miramar,Power and Renewables,Energy Storage,Power Purchase Agreement,MM SAN DIEGO LLC,Seller,2012-11-09
6886,5/5c39a17d7447d8175376481b7346a625/main.pdf,Coram Energy Amendment 1,Coram Energy,Power and Renewables,Coal-Fired Power Plant,Amendment (Project),"CORAM ENERGY GROUP, LTD.",Seller,2004-09-30
8739,5/835e97f2e634cc386a179d8534d0c5e5/main.pdf,"The People Of Gbeapo, Potupo & Sarbo Districts Liberia Timber Private Use Permit ","The People Of Gbeapo, Potupo & Sarbo Districts Liberia Timber Private Use Permit",Timber,Resin,Private Use Permit,Forestry Development Authority,Authority,2010-05-03
9266,5/e5eec1e381347120c5597bc41136bcbb/main.pdf,Hamersley Iron-Yandi Pty. Ltd and Hamersley Iron Pty. Ltd Australia Metals Concession ,Hamersley Iron-Yandi Pty. Ltd and Hamersley Iron Pty. Ltd Australia Metals Concession,Metals,Uranium,Mining Contract,Hamersley Iron-Yandi Pty. Ltd.,Company,2011-11-07
6758,5/95ecbe9db30782357bb4fe1542815c0f/main.pdf,Shiloh II Offtake Agreement,Shiloh II,Power and Renewables,Nuclear,Power Purchase Agreement,PACIFIC GAS AND ELECTRIC COMPANY.,Buyer,2007-08-17
7163,5/7139674a661bada37e0505cbabe15e41/52027.pdf,Blackspring Ridge IA Offtake Agreement,Blackspring Ridge IA,Power and Renewables,Thermal,Power Purchase Agreement,Blackspring Ridge IA Wind Project LP,Seller,2010-02-19
7303,5/6f556cbd9345c7c10808767ac880fe18/68066.pdf,Chugach Amendment 5,Chugach,Power and Renewables,Thermal,Power Purchase and Sale Agreement,"Alaska Seafood International, LLC",Buyer,2000-10-26
6969,5/eca123371a7c8042f44419485ccd2afd/main.pdf,Coram Offtake Agreement,Coram,Power and Renewables,Coal-Fired Power Plant,Power Purchase Agreement,10 PACIFIC GAS AND ELECTRIC COMPANY,Buyer,2010-06-02
7283,5/dcc431274be619e12248e0c0b937a49d/98174.PDF,Sky River Offtake Agreement,Sky River,Power and Renewables,Nuclear,Power Purchase Agreement,Sky River Partnrship,PPA Seller,2003-01-29
7072,5/8459c779d1234dde4418bd53f6e6633c/main.pdf,Buckeye Hyrdo Offtake Agreement,Buckeye Hyrdo,Power and Renewables,Coal-Fired Power Plant,Power Purchase Agreement,Tunnel Hill Hydro LLC,Seller,2008-07-15
6725,5/8df7c3facea7685c95408d64fe298361/main.pdf,Sand Drag Offtake Agreement,Sand Drag,Power and Renewables,Generation,Power Purchase Agreement,PACIFIC GAS AND ELECTRIC COMPANY.,Buyer,2009-12-24
7309,5/783a8d8cb62a9fd50b0e042e09f51be1/26042.pdf,Midland Cogeneration Offtake Agreement,Midland Cogeneration,Power and Renewables,Gas-Fired Power Plant,Power Purchase Agreement,"McBain, LLC",Party,2020-11-04
6434,5/b8a87bc6935c3be9bf345ed709538f36/main.pdf,Eric and Debbie Wattenburg Amendment 4,Eric and Debbie Wattenburg,Power and Renewables,Energy Storage,Power Purchase Agreement,"GANSNER POWER AND WATER, INC.",Seller,2001-07-30
8843,5/42ee756cc801dbecf52dce7f5bd10973/main.pdf,Ore Asia Mining And Development Corporation Philippines Metals Concession ,Ore Asia Mining And Development Corporation Philippines Metals Concession,Metals,Bertholethia Excellsa,Lease Agreement,Oro Development Corporation,Lessee,1975-09-25
7281,5/0664945dc5af8aee69c25d2bcda1f64b/53568.pdf,Friant Hydro Facility Amendment 3,Friant Hydro Facility,Hydropower,Ocean Current,Amendment (Project),FRIANT POWER AUTHORITY,Seller,2011-07-31
8743,5/955c4b5beaa16fa7994378d6cc8de4d1/main.pdf,"The People Of Aye Oye Town, Doe Clan District 1 Liberia Timber Private Use Permit ","The People Of Aye Oye Town, Doe Clan District 1 Liberia Timber Private Use Permit",Timber,Bamboo,Private Use Permit,"People of Zaye Town, Doe CIan, Number One District, Grand Bassa County",Owner,2010-12-17
8701,5/fe311f7b2f087443b534d6b3a5d04cfa/main.pdf,Ada Commercial Inc. Liberia Crops Concession ,Ada Commercial Inc. Liberia Crops Concession,Crops,Rubber,Concession Agreement,ADA Commercial Inc.,Concessionaire,2008-04-05
8762,5/2514f7c79c915d623368a42a075a8ad6/main.pdf,The People Of Gbarma District Ed Liberia Timber Private Use Permit ,The People Of Gbarma District Ed Liberia Timber Private Use Permit,Timber,Plantation,Private Use Permit,"People of Gbarma Administrative District, Gbarpoln County",Owner,2011-10-06
6874,5/34a88b74fed9fac9a2abd6f779aac6c9/main.pdf,Pinyon Pines I Amendment 1,Pinyon Pines I,Power and Renewables,Coal-Fired Power Plant,Interconnection Agreement ,"ALTA INTERCONNECTION MANAGEMENT III, LLC",Manager,2011-12-22
7146,5/9344fd34b79074ca1fcfa29e50a89e20/65518.pdf,X-nth Amendment 2,X-nth,Power and Renewables,Diesel-Fired Power Plant,Facility Lease Agreement,"Green Sand Investments, LLC",Landlord,2004-02-12
7624,5/6ab874bf0dc66aa84af4946a93336cc9/49652.pdf,SFWP Sly Creek Kelly Ridge Project Agreement,SFWP Sly Creek Kelly Ridge,Power and Renewables,Geothermal,Power Purchase Agreement,South Feather Water and Power Agency,Seller,2009-04-28
7363,5/34163d3cd446553369c7f8b67324099c/44954.pdf,Long Island Generating Facilities Offtake Agreement,Long Island Generating Facilities,Power and Renewables,Power Transmission and Distribution,Power Purchase Agreement,Maine Public Utilities Commission,Commission,2012-10-09
7148,5/1dd46e2ef8a5b2d7c59a5b1af04b15f7/80182.pdf,X-nth Offtake Agreement,X-nth,Power and Renewables,Energy Storage,Energy Services Agreement,"Green Sand Investments, LLC",Customer,2004-08-12
7380,5/aa20f6234511a946d30a8fd86d3ab8de/47335.pdf,EUI Development Offtake Agreement,EUI Development,Power and Renewables,Nuclear,Power Purchase Agreement,"Black Hills/Colorado Electric Utitlity Company, L.P.",Buyer,2011-03-22
6843,5/11be3a6dd7e84b198a4b106afc4c3379/main.pdf,Nevada Irrigation District Bowman Offtake Agreement,Nevada Irrigation District Bowman,Power and Renewables,Generation,Power Purchase Agreement,NEVADA POWER AUTHORITY,Seller,1984-09-11
7615,5/8e4f0fa90d5251809b118eacc532931e/91187.pdf,Eric and Debbie Wattenburg ,Eric and Debbie Wattenburg,Power and Renewables,Solar,Power Purchase Agreement,Pacific Gas and Electric Company,Buyer,2011-07-12
6844,5/8f7c8992431dd62686ce78d7057bde18/main.pdf,BuenaVista Amendment 1,BuenaVista,Power and Renewables,Coal Fired Power Plant,Amendment (Project),PACIFIC GAS AND ELECTRIC COMPANY.,Buyer,2005-04-25
7233,5/255a2825ba84f4b197da8086d90da4ea/41096.pdf,Collins Pine Offtake Agreement,Collins Pine,Power and Renewables,Generation,Power Purchase Agreement,COLLINS PINE COMPANY,Seller,1984-07-12
6433,5/54e4821002a8c4e85313441c903fa970/main.pdf,Eric and Debbie Wattenburg Offtake Agreement,Eric and Debbie Wattenburg,Power and Renewables,Hydropower,Power Purchase Agreement,LE ROY A. AUSTIN dba GANSNER POWER AND WATER COMPANY,Seller,1984-05-06
6914,5/c9c8a3ae85e89054531ae0190a6e9993/main.pdf,Thermal Energy Dev Corp Amendment 7,Thermal Energy Dev Corp,Power and Renewables,Cogen,Amendment (Project),PACIFIC GAS AND ELECTRIC COMPANY.,Buyer,2015-02-26
3935,5/e89fcfe6b2bd5635c4d67a8fd86185cd/main.pdf,Four Laning of Bareilly - Sitapur Section of NH-24 Project Agreement,Four Laning of Bareilly - Sitapur Section of NH-24,Road,Rest Stops,Concession Agreement,Bareilly Highways Project Limited,Concessionaire,2010-06-22
7309,5/783a8d8cb62a9fd50b0e042e09f51be1/26042.pdf,Midland Cogeneration Offtake Agreement,Midland Cogeneration,Power and Renewables,Biomass,Power Purchase Agreement,"McBain, LLC",Party,2020-11-04
6917,5/49a0da5d69d42bb198d61cc984f17623/main.pdf,Enerparc CA1 Offtake Agreement,Enerparc CA1,Power and Renewables,Thermal,Power Purchase Agreement,San Benito Smart Park LLC,Seller,2012-03-30
7614,5/06813352d75b4a78635f027248f7e8fe/71788.pdf,Kittyhawk Demonstration Facility ,Kittyhawk Demonstration Facility,Power and Renewables,Biomass,Power Purchase and Sale Agreement,San Diego Gas & Electric Company,Party B,2007-06-01
6461,5/7707e5aa8a65f7765fe231cf95042843/main.pdf,Snow Mountain Hydro Burney Creek Amendment 2,Snow Mountain Hydro Burney Creek,Hydropower,Dam,Power Purchase Agreement,Pacific Gas and Electric Company,Buyer,2006-05-03
6874,5/34a88b74fed9fac9a2abd6f779aac6c9/main.pdf,Pinyon Pines I Amendment 1,Pinyon Pines I,Power and Renewables,Nuclear,Interconnection Agreement ,"ALTA WIND POWER DEVELOPMENT, LLC",Customer,2011-12-22
8709,5/6f5a826c1cf498771d96a3537431d281/main.pdf,China-Union (Hong Kong) Mining Co Liberia Metals Concession ,China-Union (Hong Kong) Mining Co Liberia Metals Concession,Metals,Uranium,Mineral Development Agreement,The Government Of The Republic Of Liberia,Government,2009-01-18
6595,5/1914859540f1c3d1e0d38f170527e91b/main.pdf,Hat Creek Hereford Ranch Offtake Agreement,Hat Creek Hereford Ranch,Power and Renewables,Coal-Fired Power Plant,Power Purchase Agreement,HAT CREEK HEREFORD RANCH POWER PROJECT,Seller,1982-10-31
8705,5/680679704eed90fc2d2d230ff4575f50/main.pdf,Libinc Oil Palm Inc Liberia Crops Concession ,Libinc Oil Palm Inc Liberia Crops Concession,Crops,Sugarcane,Concession Agreement,Libinc Oil Palm Inc.,Concessionaire,2008-05-22
6874,5/34a88b74fed9fac9a2abd6f779aac6c9/main.pdf,Pinyon Pines I Amendment 1,Pinyon Pines I,Power and Renewables,Thermal,Interconnection Agreement ,"Alta Wind XI, LLC",Customer,2011-12-22
6822,5/e17bce0a61a66e278f7d8e95ac834902/main.pdf,Bottlerock Offtake Agreement,Bottlerock,Power and Renewables,Solar,Amendment (Project),BOTTLE ROCK POWER LLC,Seller,2007-09-20
8741,5/31e05e6e70eb65facd53dbf608ea1e62/main.pdf,The People Of Voinama District Fd Liberia Timber Private Use Permit ,The People Of Voinama District Fd Liberia Timber Private Use Permit,Timber,Resin,Private Use Permit,"People of Voinjama Administrative District, Lofa County",Owner,2011-10-06
7304,5/22071b7313d9b80ce14d4c2f3a0f4221/92223.PDF,New Brunswick Board of Education Energy Offtake Agreement,New Brunswick Board of Education Energy,Power and Renewables,Generation,Extension Agreement,"GSPP Oynx New Brunswick, LLC",Owner,2019-08-03
6899,5/b83f7a23cb709adff6e989aa86172c4d/main.pdf,Canal Creek Offtake Agreement,Canal Creek,Power and Renewables,Hydropower,Power Purchase Agreement,PACIFIC GAS AND ELECTRlC COMPANY.,Buyer,1985-05-06
7283,5/dcc431274be619e12248e0c0b937a49d/98174.PDF,Sky River Offtake Agreement,Sky River,Power and Renewables,Gas-Fired Power Plant,Power Purchase Agreement,"Enron Wind Systems, LLC",PPA Seller,2003-01-29
6634,5/420910d055b2d0ae27289628ca3da711/main.pdf,Exelon Generation Co- Portfolio Sale Offtake Agreement,Exelon Generation Co- Portfolio Sale,Power and Renewables,Thermal,Power Purchase Agreement,San Diego Gas & Electric Company,Seller,2013-03-02
7073,5/8ecd48363b594b312588b8e9feb1eb1e/main.pdf,Buckeye Hyrdo Amendment 1,Buckeye Hyrdo,Power and Renewables,Biomass,Power Purchase Agreement,Pacific Gas and Electric Company,Buyer,2011-03-31
6829,5/0c0f683c44da7e57e1d95ea1274eb9f0/main.pdf,Naturener Rim Rock Amendment 2,Naturener Rim Rock,Power and Renewables,Geothermal,Power Purchase Agreement,NATURENER RIM ROCK WIND ENERGY LLC,Seller,2009-05-04
7370,5/3949e0a3505dfc285751ab9255c98702/54675.pdf,Dixie-Escalante Rural Electric Amendment 2,Dixie-Escalante Rural Electric,Power and Renewables,Hydropower,Power Purchase Agreement,"First American Title Insurance Agency, Inc.",Trustee,2020-10-07
6946,5/2b11adacc61488573973681bffadae67/main.pdf,Avenal Offtake Agreement,Avenal,Power and Renewables,Energy Storage,Power Purchase Agreement,Pacific Gas and Electric Company,Buyer,2009-12-23
7376,5/a6fb4e8682f61eadc6879d4875f1f35c/54585.pdf,Denver Water Board Offtake Agreement,Denver Water Board,Power and Renewables,Diesel-Fired Power Plant,Power Purchase Agreement,Public Service Company of Colorado,Company,2006-03-21
8183,5/4d05d2b8a258e57a36ac016a91cde7d0/main.pdf,Sociedad Portuaria El Cayao S A E S P Colombia Midstream International Leasing Agreement ,Sociedad Portuaria El Cayao S A E S P Colombia Midstream International Leasing Agreement,Midstream,FPSO,International Leasing Agreement,Hoegh LNG FSRU IV Ltd.,Owner,2014-10-31
7002,5/2017ab1bd584121647539d840c93942e/main.pdf,International Turbine Research Amendment 3,International Turbine Research,Power and Renewables,Gas-Fired Power Plant,Power Purchase Agreement,"International Turbine Research, Inc.",Seller,2006-05-04
7058,5/8df1ad2491e82dc7fe5a593734afc558/main.pdf,Haypress UGEN Amendment 3,Haypress UGEN,Hydropower,Dam,Power Purchase Agreement,Pacific Gas and Electric Company,Buyer,2001-07-12
6689,5/acb37a314eec4e6eb2e8a3cb8df7ac7a/main.pdf,DG Fairhaven Amendment 3,DG Fairhaven,Power and Renewables,Solar,Amendment (Project),10 PACIFIC GAS AND ELECTRIC COMPANY,Buyer,2011-02-27
6431,5/06813352d75b4a78635f027248f7e8fe/main.pdf,Kittyhawk Demonstration Facility Offtake Agreement,Kittyhawk Demonstration Facility,Power and Renewables,Biomass,Power Purchase and Sale Agreement,Envirepel Energy Inc.,Seller,2007-05-31
9299,5/fc73ab6676e2c3e4c56032983c9347dd/main.pdf,Heng Yue (Cambodia) International Company Limited Cambodia Timber and Crops Concession ,Heng Yue (Cambodia) International Company Limited Cambodia Timber and Crops Concession,Timber,Acacia,Entire Agreement,Bank of Cambodia,Party,2001-10-08
6738,5/0f750c1df728ca604305efb1d0a87f71/main.pdf,Lofton Ranch Offtake Agreement,Lofton Ranch,Power and Renewables,Solar,Power Purchase Agreement,10 PACIFIC GAS AND ELECTRIC COMPANY,Buyer,1984-05-06
6902,5/74089d842ff228710d69e9dcd3933bed/main.pdf,South Sutter Water Offtake Agreement,South Sutter Water,Power and Renewables,Solar,Power Purchase Agreement,PACIFIC GAS AND ELECTRIC COMPANY.,Buyer,2011-12-02
7621,5/14b56bb238a5aa3ef5a587d505e3a8a3/95186.pdf,Wadham ,Wadham,Power and Renewables,Petroleum Coke-Fired Power Plant,Power Purchase and Sale Agreement,Wadham Energy LP,Seller,2008-02-12
7001,5/b3876e4f3742acc3c788700c6828062f/main.pdf,International Turbine Research Amendment 2,International Turbine Research,Power and Renewables,Biomass,Power Purchase Agreement,QF,Seller,2001-07-30
7372,5/f0afbe574f0b11b2e126e0b457d392a0/47648.pdf,Tesoro Refining Offtake Agreement,Tesoro Refining,Power and Renewables,Petroleum Coke-Fired Power Plant,Power Purchase Agreement,UTAH PUBLIC SERVICE COMMISSION,Authority,2019-10-14
6999,5/409e52ce3ef8c54af99776edfae4edb9/main.pdf,International Turbine Research Offtake Agreement,International Turbine Research,Power and Renewables,Coal Fired Power Plant,Power Purchase Agreement,10 PACIFIC GAS AND ELECTRIC COMPANY,Buyer,1984-05-06
9299,5/fc73ab6676e2c3e4c56032983c9347dd/main.pdf,Heng Yue (Cambodia) International Company Limited Cambodia Timber and Crops Concession ,Heng Yue (Cambodia) International Company Limited Cambodia Timber and Crops Concession,Timber,Plantation,Entire Agreement,Bank of Cambodia,Party,2001-10-08
3925,5/26708441c6a573ab2c168c09ed914689/main.pdf,Four Laning of Ahmedabad Godhra Section of NH-59 Project Agreement,Four Laning of Ahmedabad Godhra Section of NH-59,Road,Rest Stops,Concession Agreement,M/s Essel Ahmedabad Godhra Toll Roads Limited,Concessionaire,2010-03-25
8759,5/07c9d7900d6a9e70e5fd99bba967edd4/main.pdf,The People Of Dugbeh River District 1D Liberia Timber Private Use Permit ,The People Of Dugbeh River District 1D Liberia Timber Private Use Permit,Timber,Pine,Private Use Permit,Forestry Development Authority,Authority,2011-10-08
6687,5/9ca0634f422994135d1fe7624ecf4a24/main.pdf,DG Fairhaven Offtake Agreement,DG Fairhaven,Power and Renewables,Thermal,Power Purchase Agreement,FAIRHAVEN POWER CO.,Seller,1984-09-18
8938,5/7a107fbba7ebd6cd35f694e30bc92ba7/main.pdf,African Minerals Limited Sierra Leone Metals Concession ,African Minerals Limited Sierra Leone Metals Concession,Metals,Lead,Mining Lease Agreement,African Minerals Limited,Company,2010-08-06
6720,5/5beb10e4048efda3b07d64ae9a11a360/main.pdf,Humboldt Bay MWD Offtake Agreement,Humboldt Bay MWD,Power and Renewables,Petroleum Coke-Fired Power Plant,Power Purchase Agreement,PACIFIC GAS AND ELECTRIC COMPANY.,Buyer,1985-07-25
7266,5/42980f8334eea498f51237691ccb89be/07845.pdf,Digger Creek Hydro Offtake Agreement,Digger Creek Hydro,Hydropower,Run of the River,Power Purchase Agreement,KEN LINK,Seller,2013-12-19
7167,5/8afab129616d692139775f8eebbd981e/main.pdf,Rock Creek Water District Offtake Agreement,Rock Creek Water District,Hydropower,Run of the River,Power Purchase Agreement,"SEQUENCE CONSTRUCTION, INC.",Seller,1984-10-25
